,0,1,2,3,4,5,6,7
281,4,2,3,5,4,0,0,0
282,3,3,3,3,5,4,2,0
283,4,2,3,5,5,5,5,5
284,4,2,2,3,5,5,5,4
285,3,3,5,5,4,0,0,1
286,2,0,0,0,0,0,1,1
287,3,5,4,2,0,0,1,1
288,4,2,0,1,1,1,2,0
289,4,2,2,2,2,2,2,2
290,5,4,0,0,0,0,1,1
291,3,5,5,4,2,0,1,1
292,5,4,2,2,2,2,3,5
293,5,4,2,2,2,2,0,0
294,3,3,3,5,4,2,0,1
295,5,4,2,2,2,2,2,0
296,2,2,2,2,2,2,2,3
297,5,4,2,3,5,5,5,5
298,4,2,2,0,0,0,0,1
299,0,0,0,0,0,1,1,1
300,2,3,5,5,5,4,2,3
301,3,3,5,5,5,5,5,5
302,1,1,1,2,0,0,0,1
303,1,1,1,2,3,5,5,5
304,3,3,5,4,2,2,3,5
305,3,3,5,4,2,2,0,0
306,3,5,4,0,0,0,0,1
307,3,3,5,4,2,2,2,0
308,4,2,2,2,2,2,0,1
309,2,2,0,0,1,1,1,2
310,2,0,0,0,0,0,0,0
311,0,0,1,1,1,2,2,0
312,3,3,3,3,3,3,3,5
313,5,4,0,0,0,0,0,0
314,3,3,3,3,3,5,4,0
315,2,2,3,5,5,5,4,2
316,5,4,2,3,5,4,2,3
317,3,5,5,4,2,3,5,4
318,4,0,0,1,1,1,2,0
319,3,5,5,4,2,2,2,3
320,5,4,2,2,3,5,5,4
321,1,1,1,2,3,5,4,0
322,2,3,5,5,5,4,0,0
323,2,3,5,5,4,2,2,3
324,3,3,5,4,0,0,1,1
325,3,5,4,2,2,0,0,0
326,1,1,1,2,2,2,2,0
327,2,2,0,0,0,0,0,0
328,3,5,4,2,3,5,4,2
329,5,4,0,0,0,1,1,1
330,3,3,5,5,5,4,2,2
331,3,5,5,5,4,0,0,0
332,3,5,5,5,4,0,1,1
333,2,3,5,4,0,0,1,1
334,4,0,1,1,1,2,2,2
335,4,2,2,3,5,5,4,2
336,4,2,0,0,0,0,1,1
337,3,5,4,2,2,3,5,5
338,2,3,5,5,5,5,5,5
339,5,4,2,3,5,5,4,0
340,2,2,3,5,4,0,1,1
341,2,3,5,5,5,4,2,0
342,3,3,3,5,4,0,0,1
343,3,3,5,5,4,2,2,2
344,2,2,3,5,5,4,2,3
345,3,3,5,4,2,0,0,0
346,3,5,5,5,4,2,2,3
347,4,0,0,0,0,0,0,1
348,2,0,1,1,1,2,2,2
349,4,2,3,5,4,0,0,1
350,5,4,2,3,5,4,2,0
351,3,3,5,5,5,4,2,3
352,3,3,5,5,4,2,0,1
353,3,5,5,4,2,2,0,0
354,4,0,0,0,1,1,1,2
355,4,2,0,0,1,1,1,2
356,3,5,5,4,2,2,2,0
357,2,2,2,3,5,5,4,0
358,2,2,0,1,1,1,2,3
359,3,5,5,4,0,1,1,1
360,2,2,3,5,4,2,2,3
361,2,3,5,5,4,2,0,0
362,1,1,1,2,2,0,1,2
363,2,3,5,5,4,2,2,0
364,4,0,1,1,1,2,2,3
365,2,2,2,3,5,4,0,0
366,4,2,2,0,0,0,1,1
367,3,3,5,4,2,3,5,5
368,2,0,1,1,1,2,0,1
369,4,2,0,0,0,1,1,1
370,5,4,0,1,1,1,2,2
371,4,2,2,3,5,4,2,3
372,1,1,1,2,2,0,0,0
373,2,2,2,2,0,1,1,1
374,2,2,2,0,0,0,0,0
375,2,2,3,5,5,5,5,4
376,3,3,3,5,5,5,4,2
377,3,5,4,2,0,1,1,1
378,5,4,2,2,2,3,5,5
379,2,3,5,4,2,0,0,1
380,0,1,1,1,2,3,5,4
381,3,3,3,3,3,3,3,3
382,0,1,1,1,2,2,2,3
383,4,2,3,5,5,5,4,2
384,4,2,2,0,1,1,1,2
385,2,3,5,5,5,4,0,1
386,2,2,2,2,2,0,0,0
387,2,2,3,5,5,4,0,0
388,3,5,4,2,3,5,5,4
389,4,2,3,5,5,4,2,2
390,3,5,5,5,5,5,4,0
