,time,FT-DES-003,PK-MED-E01-pa,vfd_prod_power,PK-MED-E02-pa,FT-DES-002,vfd_sw_power,vfd_brine_power,PK-MED-E03-pa,vfd_sw_out_freq,FT-DES-005,FT-DES-002_VFD
32,2022-11-23 14:51:38,0.011806488037109375,12.0,0.0,7.0,-7.499990940093994,0.0,0.0,9.0,0.0,0.00093841552734375,2.0483100414276123
33,2022-11-23 14:51:39,0.0121307373046875,12.0,0.0,7.0,-7.499981880187988,0.0,0.0,9.0,0.0,0.00106048583984375,2.0483100414276123
34,2022-11-23 14:51:40,0.0121307373046875,12.0,0.0,7.0,-7.499981880187988,0.002400000113993883,0.0,9.0,6.119999885559082,0.00106048583984375,1.8191699981689453
35,2022-11-23 14:51:41,0.0121307373046875,11.0,0.0,7.0,-7.499972820281982,0.002400000113993883,0.0,330.0,6.119999885559082,0.00106048583984375,1.8191699981689453
36,2022-11-23 14:51:42,0.0121307373046875,11.0,0.0,7.0,-7.500018119812012,0.004100000020116568,0.0,330.0,16.170000076293945,0.00093841552734375,2.239259958267212
37,2022-11-23 14:51:43,0.0121307373046875,11.0,0.0,7.0,-7.499981880187988,0.004100000020116568,0.0,330.0,16.170000076293945,0.00106048583984375,2.239259958267212
38,2022-11-23 14:51:44,0.011806488037109375,11.0,0.0,7.0,-7.4999542236328125,0.013299999758601189,0.0,330.0,26.110000610351562,0.00081634521484375,6.669300079345703
39,2022-11-23 14:51:45,0.011806488037109375,11.0,0.0,7.0,-7.499936103820801,0.013299999758601189,0.0,330.0,26.110000610351562,0.00106048583984375,6.669300079345703
40,2022-11-23 14:51:46,0.011806488037109375,11.0,0.0,7.0,-7.5,0.019700000062584877,0.0,1102.0,30.0,0.00118255615234375,9.877260208129883
41,2022-11-23 14:51:47,0.0121307373046875,11.0,0.0,7.0,-7.499990940093994,0.019700000062584877,0.0,1102.0,30.0,0.00093841552734375,9.877260208129883
42,2022-11-23 14:51:48,0.0121307373046875,11.0,0.0,7.0,-7.499972820281982,0.019700000062584877,0.0,1102.0,30.0,0.00093841552734375,10.564680099487305
43,2022-11-23 14:51:49,0.0121307373046875,11.0,0.0,7.0,-7.500036716461182,0.019700000062584877,0.0,1102.0,30.0,0.00118255615234375,10.564680099487305
44,2022-11-23 14:51:50,0.0121307373046875,12.0,0.0,7.0,-7.500018119812012,0.019899999722838402,0.0,1792.0,30.0,0.00081634521484375,10.79382038116455
